publisher_id,publication_date,book_id
666,2007-11-12,2513
364,2002-06-17,2514
839,1996-04-20,2515
840,2000-09-01,2516
840,2000-09-01,2517
2,1989-10-01,2518
81,1969-01-17,2519
369,2002-07-30,2520
841,2000-09-01,2521
128,2003-05-27,2522
73,2006-05-09,2523
501,2005-07-07,2524
10,2007-01-23,2525
10,2007-01-23,2526
10,2005-09-06,2527
842,2000-12-01,2528
170,2006-11-21,2529
170,2006-01-10,2530
540,1986-08-08,2531
112,2005-04-19,2532
843,2004-01-01,2533
843,2003-01-01,2534
89,2006-11-30,2535
120,2006-09-26,2536
120,2001-10-16,2537
480,2004-03-19,2538
11,1998-10-13,2539
268,1998-09-14,2540
120,2005-11-07,2541
11,2006-05-30,2542
141,2005-04-21,2543
142,2004-12-28,2544
55,1992-03-03,2545
127,1957-10-12,2546
736,2002-03-10,2547
11,1995-09-11,2548
185,1991-05-01,2549
121,2005-06-17,2550
844,2003-11-04,2551
844,2006-11-28,2552
844,2004-12-27,2553
844,2004-08-31,2554
417,2007-02-27,2555
845,2000-09-14,2556
509,2005-10-01,2557
334,1998-06-01,2558
666,2003-02-01,2559
743,2009-08-19,2560
102,1968-11-21,2561
59,1998-12-23,2562
127,1994-09-13,2563
138,1976-11-30,2564
102,2005-01-17,2565
846,1988-08-01,2566
224,1997-05-01,2567
847,1995-12-28,2568
848,2003-03-01,2569
808,2003-01-01,2570
279,1998-11-03,2571
849,1996-12-01,2572
48,2006-10-29,2573
55,2000-05-01,2574
226,1992-04-17,2575
850,2006-04-01,2576
851,2006-11-01,2577
100,1991-06-01,2578
68,2005-03-01,2579
72,2001-02-01,2580
11,2006-09-26,2581
281,2006-08-30,2582
158,2006-11-06,2583
651,2005-10-27,2584
12,2005-09-14,2585
84,2004-06-01,2586
704,2005-08-02,2587
704,2006-10-03,2588
84,2006-04-18,2589
852,2005-10-05,2590
853,2006-07-15,2591
854,2002-05-19,2592
44,2001-12-09,2593
11,2006-12-26,2594
855,1993-10-15,2595
48,2006-08-06,2596
856,2005-07-01,2597
168,2009-06-09,2598
341,2001-05-03,2599
168,2009-09-29,2600
188,2003-08-26,2601
659,2003-12-01,2602
33,2002-10-03,2603
73,2006-05-23,2604
736,2001-04-09,2605
736,2002-01-05,2606
164,2000-05-02,2607
857,1985-12-05,2608
857,1997-06-01,2609
857,1998-11-02,2610
417,1998-09-08,2611
574,1999-01-12,2612
417,1999-05-11,2613
417,1999-01-12,2614
341,1998-08-06,2615
417,1999-05-11,2616
355,2000-12-01,2617
417,1999-05-11,2618
128,1980-01-01,2619
8,1995-05-28,2620
10,2005-04-05,2621
73,2006-10-17,2622
164,1990-04-07,2623
73,1999-02-01,2624
858,2006-08-30,2625
859,1993-08-01,2626
860,2004-09-14,2627
861,2012-06-21,2628
68,2006-02-21,2629
10,2005-07-26,2630
862,2002-10-15,2631
56,2005-09-06,2632
863,1980-10-22,2633
277,2000-10-26,2634
158,1961-03-08,2635
112,1993-06-01,2636
185,2006-08-03,2637
185,2006-09-07,2638
185,2006-07-06,2639
185,2007-01-01,2640
185,2007-05-10,2641
121,2003-05-17,2642
369,1988-03-01,2643
864,2002-12-01,2644
30,2002-09-04,2645
111,2003-10-05,2646
841,1992-01-01,2647
290,2003-04-10,2648
68,2009-10-27,2649
207,1993-12-27,2650
44,2002-09-16,2651
44,1987-02-15,2652
6,2006-10-17,2653
207,2006-11-14,2654
865,2005-04-01,2655
27,2006-04-25,2656
68,2004-04-05,2657
866,2001-11-01,2658
59,2003-01-15,2659
501,2004-09-02,2660
132,2002-01-02,2661
9,1999-05-04,2662
207,2006-12-26,2663
867,2001-01-23,2664
712,2005-01-06,2665
868,2006-12-01,2666
115,1980-12-31,2667
158,1985-09-23,2668
158,1977-03-28,2669
147,2006-11-07,2670
869,2008-11-19,2671
279,2002-04-09,2672
870,2006-08-17,2673
193,2009-05-19,2674
73,2006-03-14,2675
84,2003-08-12,2676
374,2006-10-15,2677
147,2006-08-29,2678
304,2004-10-26,2679
871,2007-03-05,2680
121,2006-09-17,2681
144,2005-11-22,2682
872,2005-09-30,2683
873,1992-05-27,2684
115,2000-03-16,2685
33,1996-07-04,2686
690,2003-08-30,2687
54,1996-10-01,2688
424,2003-09-30,2689
56,1998-09-03,2690
874,2007-01-23,2691
33,2003-03-06,2692
68,1996-01-01,2693
68,2000-05-30,2694
106,1998-06-30,2695
33,2000-03-21,2696
659,2010-06-09,2697
680,2006-10-10,2698
279,2002-03-05,2699
875,2000-10-01,2700
279,2006-09-28,2701
54,2001-10-25,2702
33,1993-09-28,2703
876,2006-08-25,2704
482,2004-11-01,2705
193,1972-07-15,2706
407,2006-09-07,2707
33,2004-08-05,2708
33,2002-05-02,2709
877,1989-11-01,2710
421,1983-01-01,2711
358,1988-05-05,2712
878,2003-02-01,2713
33,2001-12-04,2714
33,2003-02-04,2715
744,1997-03-01,2716
33,2002-07-09,2717
879,2003-12-02,2718
880,2006-05-30,2719
158,1994-05-01,2720
881,2002-05-11,2721
882,1995-01-01,2722
33,2003-05-27,2723
34,2003-08-28,2724
111,1992-07-07,2725
883,1999-03-28,2726
9,2001-01-01,2727
11,1996-09-29,2728
670,1986-12-31,2729
132,2006-08-29,2730
884,2006-08-01,2731
509,2006-05-02,2732
885,2002-07-29,2733
193,1993-09-01,2734
886,2004-02-05,2735
887,1999-06-01,2736
888,1999-09-01,2737
2,2002-05-01,2738
888,2000-09-12,2739
889,2001-05-04,2740
356,2004-04-07,2741
437,2006-10-03,2742
11,1997-07-08,2743
73,2005-09-20,2744
777,1998-09-15,2745
54,2001-08-01,2746
579,1998-01-10,2747
638,1990-09-04,2748
415,2006-03-07,2749
890,1998-08-01,2750
82,2003-09-01,2751
82,2003-10-01,2752
76,2006-12-12,2753
11,1994-01-03,2754
891,2004-10-01,2755
892,2004-05-19,2756
32,1998-12-01,2757
415,2002-09-14,2758
893,1996-01-01,2759
158,1995-05-26,2760
420,1996-10-23,2761
158,2000-11-16,2762
102,1981-08-21,2763
121,2002-11-17,2764
105,2003-02-04,2765
819,1988-12-12,2766
546,2000-12-01,2767
437,1990-09-01,2768
490,2000-02-11,2769
490,2000-06-08,2770
415,1997-01-15,2771
437,2000-12-05,2772
258,2004-11-22,2773
258,2001-02-23,2774
424,2004-08-31,2775
23,2000-01-04,2776
894,2007-04-01,2777
34,1995-07-01,2778
895,2002-08-28,2779
258,1998-03-10,2780
149,2006-06-01,2781
168,1991-09-13,2782
896,2005-03-24,2783
897,2004-09-28,2784
120,2005-08-08,2785
115,2006-09-05,2786
898,2005-06-28,2787
899,2006-10-01,2788
900,2006-12-12,2789
169,2006-08-15,2790
848,2006-06-01,2791
304,2006-08-21,2792
901,2006-06-01,2793
818,1998-09-01,2794
389,1998-12-29,2795
6,2007-01-09,2796
902,1992-02-20,2797
902,1992-06-18,2798
902,1992-04-16,2799
184,2006-12-26,2800
740,2006-03-01,2801
231,2004-12-21,2802
903,2001-02-01,2803
904,2001-04-20,2804
254,2000-02-01,2805
155,2005-06-20,2806
359,2005-11-11,2807
456,2005-03-08,2808
637,2000-05-15,2809
56,2006-05-30,2810
470,1982-06-12,2811
389,1986-02-01,2812
389,1985-07-01,2813
509,1995-09-01,2814
353,2002-11-05,2815
56,1999-07-01,2816
451,2006-08-28,2817
139,2000-08-01,2818
905,1984-01-01,2819
690,2006-02-28,2820
143,2005-05-01,2821
158,2006-06-05,2822
906,2004-11-13,2823
249,2003-10-06,2824
158,1990-05-27,2825
158,1995-09-15,2826
846,1978-02-01,2827
359,2002-02-08,2828
907,2004-09-28,2829
846,1979-07-22,2830
908,2014-08-20,2831
23,2005-01-11,2832
909,2001-01-01,2833
189,2003-06-01,2834
540,1999-01-02,2835
428,2001-10-23,2836
277,2000-03-30,2837
1,2006-07-01,2838
910,2002-09-01,2839
82,2004-11-25,2840
911,2005-07-25,2841
912,2005-12-03,2842
913,2001-05-05,2843
64,2006-10-24,2844
914,2006-10-09,2845
16,2006-04-11,2846
132,2002-05-28,2847
915,2006-02-20,2848
454,2006-07-01,2849
100,2005-11-01,2850
454,1993-09-01,2851
100,2005-11-01,2852
690,2005-02-28,2853
7,2005-02-08,2854
308,2002-11-01,2855
454,2005-08-02,2856
754,1998-05-01,2857
683,2005-05-01,2858
7,1993-08-01,2859
152,2006-06-06,2860
55,1996-09-01,2861
754,1999-03-31,2862
11,2003-09-30,2863
916,2001-05-21,2864
55,1979-02-01,2865
917,1988-11-01,2866
139,1996-10-01,2867
918,2002-03-26,2868
100,1999-10-01,2869
55,1995-05-01,2870
919,2001-06-13,2871
132,1993-06-01,2872
33,2007-01-09,2873
68,2005-01-18,2874
121,2005-04-17,2875
33,1998-07-28,2876
121,2002-05-17,2877
33,1997-01-28,2878
920,2001-01-01,2879
921,1996-02-27,2880
144,2001-10-09,2881
700,2009-06-01,2882
922,1996-09-01,2883
838,2004-05-24,2884
634,2002-12-18,2885
380,2003-03-03,2886
923,2005-08-19,2887
82,2003-12-15,2888
924,2004-07-01,2889
120,1997-11-12,2890
120,2000-03-24,2891
925,2003-07-01,2892
120,1997-11-12,2893
120,1997-11-12,2894
926,2001-06-26,2895
153,1998-04-14,2896
10,2004-03-02,2897
419,2007-05-01,2898
166,2000-08-29,2899
759,2003-09-04,2900
927,1992-09-01,2901
361,2006-05-02,2902
184,1998-12-09,2903
184,1998-12-09,2904
660,2006-07-18,2905
341,2004-03-04,2906
64,1998-04-15,2907
121,1999-05-17,2908
928,2006-03-10,2909
64,1998-05-12,2910
121,1998-12-17,2911
317,1999-05-07,2912
98,2006-03-28,2913
308,2006-05-01,2914
929,1982-02-01,2915
105,1991-03-01,2916
56,1992-03-01,2917
54,2006-07-25,2918
56,1991-12-01,2919
279,2002-04-09,2920
56,1997-11-01,2921
27,2006-11-28,2922
930,2000-01-01,2923
814,2006-11-01,2924
625,1993-10-28,2925
931,1998-03-09,2926
12,2006-05-01,2927
185,2002-09-16,2928
278,2001-07-31,2929
349,2004-10-06,2930
349,2000-01-01,2931
89,2013-03-01,2932
120,2003-11-06,2933
932,2007-07-01,2934
11,1998-04-07,2935
120,2007-04-10,2936
89,1997-06-04,2937
120,2005-09-27,2938
179,2000-02-15,2939
169,2004-11-08,2940
184,2005-03-01,2941
349,2007-09-04,2942
95,1989-06-01,2943
25,2006-10-24,2944
56,1995-04-01,2945
933,2006-10-24,2946
355,2001-04-01,2947
575,2002-07-02,2948
355,2001-10-01,2949
355,2002-08-01,2950
159,2006-08-29,2951
355,2005-02-01,2952
80,2006-09-01,2953
934,2000-06-01,2954
349,2006-09-26,2955
935,2006-01-05,2956
419,2006-04-11,2957
936,1986-07-18,2958
133,2005-01-25,2959
844,2005-07-26,2960
193,2006-08-29,2961
492,2001-04-18,2962
369,2005-08-30,2963
937,2006-02-14,2964
16,1992-07-01,2965
938,2006-12-26,2966
937,2006-11-01,2967
937,1998-01-23,2968
937,1997-10-24,2969
279,2001-01-25,2970
284,2006-04-06,2971
33,1991-01-30,2972
284,1994-10-01,2973
279,1993-05-18,2974
659,1958-02-12,2975
659,1961-02-12,2976
193,2001-08-07,2977
193,2001-08-07,2978
16,1999-06-29,2979
939,2005-10-04,2980
935,1994-03-03,2981
11,1997-06-23,2982
369,1990-03-01,2983
154,2001-06-15,2984
812,2000-05-01,2985
437,2006-06-20,2986
940,1981-09-01,2987
941,1986-08-20,2988
138,2001-03-15,2989
670,2002-11-04,2990
54,2006-06-29,2991
103,2000-12-13,2992
94,1997-06-17,2993
139,2006-11-28,2994
56,2003-02-27,2995
342,2005-11-10,2996
158,2004-06-07,2997
158,2004-06-07,2998
158,2004-02-02,2999
158,1970-03-25,3000
158,1990-10-29,3001
942,1991-02-01,3002
158,1971-03-24,3003
105,1990-11-01,3004
943,2004-07-01,3005
944,2006-09-14,3006
945,2004-08-12,3007
813,2002-09-18,3008
253,2016-06-30,3009
946,1987-01-02,3010
9,2004-06-08,3011
56,2006-07-25,3012
33,2005-01-04,3013
428,2002-01-01,3014
947,1998-04-02,3015
819,1980-10-29,3016
103,1980-03-01,3017
782,2004-10-26,3018
814,2005-10-15,3019
168,2015-04-21,3020
611,1996-06-01,3021
169,2001-03-06,3022
948,1976-01-01,3023
115,2000-06-10,3024
949,1997-04-30,3025
358,1995-11-14,3026
229,1998-11-15,3027
950,2006-03-21,3028
951,1995-01-31,3029
952,2006-03-21,3030
358,1996-10-22,3031
953,2004-09-30,3032
953,2003-09-01,3033
468,1998-08-01,3034
954,2006-05-16,3035
295,1999-09-01,3036
139,2005-10-04,3037
57,2000-12-11,3038
55,1963-02-01,3039
55,1963-02-01,3040
277,2001-03-01,3041
105,1999-07-01,3042
54,2001-03-01,3043
56,1987-01-06,3044
56,1976-11-18,3045
128,1996-07-01,3046
955,1996-07-22,3047
27,2009-07-22,3048
169,1996-07-22,3049
56,1976-11-18,3050
819,1996-08-14,3051
956,2010-12-31,3052
72,2003-03-01,3053
491,1993-09-01,3054
490,2002-08-19,3055
219,1992-03-01,3056
957,2001-10-31,3057
219,1990-10-01,3058
163,1998-07-01,3059
219,1993-06-01,3060
55,1964-09-01,3061
33,2005-01-06,3062
659,2000-09-12,3063
33,2002-04-09,3064
958,2004-10-02,3065
959,1987-04-30,3066
959,2005-05-31,3067
639,2000-12-01,3068
960,1992-08-01,3069
75,1988-08-12,3070
961,2004-07-19,3071
962,1991-07-01,3072
277,1982-10-27,3073
33,2005-01-04,3074
112,2006-10-17,3075
33,2004-06-08,3076
139,2005-09-06,3077
963,1986-01-01,3078
147,1992-04-07,3079
33,2004-06-08,3080
295,2002-04-05,3081
111,2004-06-08,3082
139,1987-09-01,3083
659,2005-05-07,3084
964,1997-02-20,3085
33,2004-06-08,3086
655,2005-04-29,3087
11,2004-08-03,3088
965,2005-10-04,3089
59,2003-09-22,3090
82,2003-08-01,3091
279,2000-11-01,3092
284,2002-08-26,3093
966,1998-10-01,3094
729,2000-02-01,3095
243,2003-04-07,3096
474,1953-06-01,3097
967,2001-01-01,3098
968,2005-04-06,3099
969,1987-04-01,3100
970,2005-04-05,3101
678,2006-10-01,3102
678,2006-08-01,3103
678,2007-02-22,3104
192,2007-01-01,3105
678,2003-09-01,3106
822,2006-10-10,3107
678,2004-07-01,3108
678,2002-07-22,3109
678,2005-09-23,3110
678,2004-03-22,3111
106,2000-09-12,3112
33,2000-04-04,3113
33,1993-09-14,3114
106,1989-06-18,3115
33,1995-09-26,3116
481,2005-02-07,3117
80,2000-01-20,3118
33,1994-09-06,3119
76,1999-09-04,3120
76,2006-10-17,3121
33,1997-10-28,3122
33,2004-01-06,3123
147,1992-04-21,3124
180,2004-04-01,3125
971,2006-09-05,3126
54,1996-06-01,3127
207,2005-11-08,3128
11,1997-09-10,3129
11,1997-09-10,3130
179,2003-03-11,3131
972,2003-06-08,3132
180,2000-07-06,3133
972,1994-03-15,3134
957,2002-11-20,3135
511,1994-10-01,3136
973,2001-02-01,3137
41,2003-05-22,3138
133,2000-08-01,3139
100,1987-06-01,3140
100,1991-05-01,3141
100,1993-08-01,3142
100,1992-10-01,3143
100,1990-08-15,3144
100,1992-10-01,3145
100,1992-05-01,3146
100,1988-04-01,3147
100,1987-06-01,3148
575,2001-09-01,3149
683,2006-10-30,3150
974,1996-09-01,3151
511,2002-03-01,3152
975,1999-01-01,3153
56,1999-12-20,3154
139,1982-08-01,3155
917,2001-09-01,3156
976,1980-07-01,3157
152,2006-04-28,3158
917,1990-10-07,3159
49,2007-08-01,3160
100,2000-02-01,3161
308,2002-05-01,3162
977,1985-10-04,3163
152,2001-09-04,3164
978,1986-06-01,3165
979,1986-07-10,3166
229,2005-10-01,3167
229,1998-07-15,3168
980,2005-10-01,3169
218,1997-04-14,3170
179,2000-10-17,3171
108,2018-03-06,3172
33,1998-05-19,3173
317,2003-09-18,3174
179,1998-05-11,3175
981,2003-07-24,3176
982,1987-02-01,3177
356,2006-05-09,3178
33,1998-03-05,3179
33,1999-11-02,3180
33,1996-08-06,3181
33,1996-08-06,3182
112,1995-10-17,3183
87,2006-06-06,3184
11,2003-11-04,3185
144,1996-08-27,3186
405,2011-10-21,3187
424,1996-08-27,3188
983,1978-03-01,3189
68,2005-07-05,3190
68,2003-12-23,3191
68,2003-06-17,3192
68,2003-12-23,3193
68,2004-10-01,3194
111,2000-05-16,3195
111,2006-07-11,3196
33,2006-07-11,3197
712,2000-07-26,3198
342,2006-10-01,3199
984,2004-05-07,3200
329,2007-01-01,3201
961,1991-04-17,3202
80,1994-01-12,3203
980,1990-01-02,3204
81,1984-09-17,3205
249,1996-06-01,3206
240,1997-02-24,3207
659,1994-03-29,3208
158,1997-04-15,3209
112,2003-09-23,3210
33,2001-04-05,3211
76,2004-11-01,3212
25,2006-08-29,3213
985,2004-11-30,3214
56,1999-06-01,3215
117,1993-08-10,3216
64,2006-01-10,3217
64,2002-02-05,3218
540,1982-10-22,3219
181,1982-12-31,3220
986,1984-01-01,3221
987,1995-09-01,3222
473,2006-10-17,3223
279,2006-09-12,3224
139,1998-11-01,3225
279,2006-09-12,3226
473,2006-08-22,3227
128,2006-09-01,3228
139,1996-09-01,3229
33,1996-09-05,3230
988,2005-08-30,3231
62,2003-10-16,3232
96,2003-04-15,3233
959,2003-07-01,3234
989,2005-08-15,3235
629,1996-06-05,3236
990,2000-09-01,3237
341,2004-07-01,3238
341,2001-04-05,3239
279,2007-01-23,3240
991,2006-02-01,3241
992,1977-07-07,3242
108,2003-06-03,3243
179,2006-07-11,3244
501,2004-11-04,3245
54,1996-03-01,3246
54,2006-10-03,3247
54,2004-01-06,3248
284,2007-01-11,3249
132,2006-04-25,3250
132,2007-06-26,3251
295,2004-09-07,3252
491,2005-05-31,3253
491,2004-05-27,3254
491,2004-10-26,3255
139,2004-09-28,3256
421,1985-01-01,3257
993,2006-08-15,3258
21,1999-10-01,3259
98,1979-09-12,3260
994,1993-11-01,3261
995,2011-03-03,3262
996,1973-05-01,3263
765,1996-01-15,3264
46,2003-02-17,3265
996,1996-02-01,3266
112,2004-08-17,3267
33,1992-01-01,3268
33,1991-05-07,3269
102,2006-01-16,3270
33,1995-08-29,3271
489,1998-07-01,3272
284,1997-09-01,3273
997,1998-10-03,3274
998,2006-06-01,3275
999,1998-02-02,3276
1000,2002-11-01,3277
100,2001-05-01,3278
487,2002-03-01,3279
1001,2001-04-19,3280
1002,2009-01-01,3281
54,2006-06-27,3282
1003,2005-08-15,3283
138,1999-11-11,3284
437,2000-05-12,3285
277,1973-01-06,3286
473,2006-06-13,3287
284,2002-08-26,3288
473,2006-10-31,3289
633,2001-01-01,3290
284,2002-08-26,3291
261,2005-09-20,3292
473,2006-10-31,3293
558,1996-04-24,3294
56,1978-12-14,3295
441,2005-12-31,3296
1004,2007-08-07,3297
1005,2005-04-25,3298
1006,2001-01-15,3299
473,2002-09-17,3300
1007,2001-09-01,3301
67,1973-03-11,3302
717,1991-01-16,3303
229,1984-07-15,3304
56,1991-11-01,3305
590,1996-09-01,3306
1008,1965-01-01,3307
359,2002-02-08,3308
619,1999-09-01,3309
1009,1995-07-03,3310
1010,2006-04-01,3311
80,1994-01-12,3312
80,1994-01-13,3313
1011,2006-01-08,3314
54,1995-06-29,3315
59,1995-04-03,3316
752,2004-11-30,3317
1012,1992-09-01,3318
1013,2005-07-11,3319
874,1985-06-01,3320
558,2006-11-21,3321
1014,2002-08-01,3322
33,2006-02-14,3323
574,1984-05-01,3324
1015,2002-04-01,3325
1016,2005-11-01,3326
1017,2001-05-15,3327
127,1998-12-15,3328
104,2005-07-25,3329
104,2005-09-26,3330
62,2007-01-29,3331
30,2005-05-18,3332
68,2006-12-12,3333
277,2015-08-03,3334
33,1990-02-19,3335
33,1990-03-17,3336
56,1976-12-09,3337
632,2000-11-07,3338
138,2003-01-16,3339
1018,2001-09-24,3340
1019,2002-04-01,3341
147,2006-10-17,3342
59,1993-04-19,3343
284,1995-10-01,3344
1020,2000-03-15,3345
33,1995-10-31,3346
32,1952-12-01,3347
81,2004-09-17,3348
179,2001-01-16,3349
701,2002-07-15,3350
57,1965-01-05,3351
56,2003-01-30,3352
1021,2011-05-22,3353
638,2004-10-01,3354
270,1997-10-30,3355
190,1960-09-15,3356
1022,2006-06-15,3357
1023,1996-12-01,3358
638,2003-09-30,3359
81,1994-04-17,3360
54,2001-01-25,3361
1024,1984-01-01,3362
112,1997-09-16,3363
1025,1989-01-01,3364
68,1992-05-01,3365
1026,1935-01-01,3366
629,2005-10-14,3367
56,2003-02-27,3368
279,2000-09-19,3369
89,2004-05-01,3370
391,2006-07-14,3371
1027,2005-08-02,3372
57,2001-04-29,3373
1028,1995-06-01,3374
1029,2000-12-01,3375
921,2001-01-25,3376
54,2003-02-27,3377
62,1997-11-13,3378
2,2004-02-01,3379
424,2002-09-10,3380
1030,1995-03-31,3381
56,1999-03-01,3382
1031,2000-04-01,3383
180,2001-04-19,3384
120,2003-10-01,3385
33,1998-06-04,3386
153,2003-11-01,3387
1032,2006-09-05,3388
147,2006-10-24,3389
906,2008-11-04,3390
33,2006-10-10,3391
1033,1989-12-17,3392
1034,2006-08-01,3393
81,2006-05-17,3394
105,2005-12-01,3395
619,2002-08-01,3396
103,2007-08-01,3397
207,2001-11-06,3398
11,2006-03-28,3399
64,1997-10-14,3400
81,2009-04-14,3401
752,2001-10-31,3402
1035,1989-11-05,3403
11,2006-11-28,3404
1036,1984-09-27,3405
127,1982-10-01,3406
68,1998-08-05,3407
64,2006-10-10,3408
64,1999-09-08,3409
874,2006-12-01,3410
284,1988-10-01,3411
284,1988-10-01,3412
521,2007-01-23,3413
115,2000-08-28,3414
153,1998-04-28,3415
1037,2006-01-24,3416
295,1995-01-01,3417
54,2000-02-03,3418
272,1999-04-01,3419
1038,2006-11-01,3420
341,2002-08-01,3421
1039,2006-10-01,3422
33,2006-10-24,3423
33,2006-07-11,3424
415,2003-03-03,3425
279,2003-04-08,3426
1040,2006-06-27,3427
33,1999-02-22,3428
56,1992-01-01,3429
633,2001-05-01,3430
68,1990-11-21,3431
68,2000-06-01,3432
68,2013-10-15,3433
33,2000-02-08,3434
27,2007-06-12,3435
509,2006-03-28,3436
797,1999-12-17,3437
179,2005-03-08,3438
105,2004-07-01,3439
424,2003-04-08,3440
112,2002-12-17,3441
11,2003-02-04,3442
56,2006-09-21,3443
390,1995-11-01,3444
540,1999-04-01,3445
1041,1994-12-31,3446
54,2006-08-29,3447
1042,1989-03-01,3448
158,1995-02-21,3449
158,1991-02-04,3450
415,2001-07-10,3451
158,1982-02-01,3452
284,1998-08-01,3453
405,1993-10-21,3454
279,2002-09-24,3455
351,2006-06-27,3456
33,1990-08-11,3457
33,1990-08-29,3458
158,1956-09-14,3459
229,1998-07-21,3460
1043,1998-09-30,3461
818,2004-09-01,3462
18,2006-09-01,3463
827,2002-09-03,3464
1044,2002-09-03,3465
1045,2005-05-01,3466
1046,1988-06-01,3467
62,2006-12-01,3468
34,2006-09-15,3469
1047,1992-01-01,3470
1048,2005-10-05,3471
66,2004-02-23,3472
1049,1969-03-15,3473
1050,2002-11-22,3474
159,2006-10-01,3475
138,2000-05-18,3476
159,2005-09-27,3477
105,2006-05-30,3478
159,1999-11-03,3479
144,2002-07-09,3480
574,2002-07-09,3481
417,2003-09-09,3482
574,2003-09-09,3483
1051,1984-10-12,3484
470,1989-07-01,3485
152,2001-09-04,3486
690,2005-04-30,3487
184,2002-10-01,3488
454,2005-08-02,3489
71,2002-10-01,3490
73,2006-10-31,3491
1052,2005-10-18,3492
137,2004-03-02,3493
464,1992-08-20,3494
54,2000-11-30,3495
132,1999-07-06,3496
56,2006-10-03,3497
884,1997-03-26,3498
279,2002-04-02,3499
1053,1995-10-05,3500
279,2001-04-10,3501
54,2004-11-30,3502
1054,2005-10-01,3503
1055,2005-01-01,3504
1056,1997-07-25,3505
944,2003-04-07,3506
132,1996-02-01,3507
277,1988-09-26,3508
56,2006-09-26,3509
1057,2006-11-01,3510
22,2006-02-14,3511
190,2001-11-01,3512
112,1997-10-28,3513
1058,2002-10-03,3514
56,1994-05-01,3515
54,2002-07-30,3516
1059,2004-11-01,3517
57,1996-08-22,3518
952,1987-09-01,3519
1060,2007-06-01,3520
68,2007-07-02,3521
76,2001-09-08,3522
355,1991-04-01,3523
68,1999-12-22,3524
355,1991-02-01,3525
355,2001-01-01,3526
355,1991-06-01,3527
355,1991-01-01,3528
355,1991-01-01,3529
1061,2004-02-16,3530
279,2005-07-26,3531
279,2001-02-13,3532
112,2000-10-24,3533
341,2003-07-08,3534
108,2004-07-06,3535
82,2004-01-16,3536
1062,2002-10-08,3537
1063,2007-12-01,3538
358,2006-05-30,3539
697,2006-06-06,3540
54,2007-01-30,3541
33,1994-06-16,3542
1064,1994-01-01,3543
207,1988-03-01,3544
57,1964-03-13,3545
1065,1988-03-12,3546
57,1964-02-28,3547
232,2006-11-02,3548
33,1990-06-16,3549
277,2003-03-27,3550
224,2005-03-15,3551
229,2001-01-01,3552
59,2004-03-19,3553
138,1998-07-16,3554
456,2006-08-22,3555
104,2006-04-24,3556
440,1986-06-01,3557
389,1999-03-09,3558
16,2000-09-25,3559
389,1998-03-09,3560
120,2004-01-01,3561
138,2002-12-12,3562
1066,1997-05-09,3563
120,2005-08-01,3564
1067,1999-07-17,3565
56,2003-06-26,3566
1068,2008-11-01,3567
148,2003-11-06,3568
62,2005-09-01,3569
1069,1998-07-01,3570
149,2002-12-12,3571
1070,2005-11-30,3572
62,2003-04-21,3573
158,2005-06-01,3574
33,1993-06-01,3575
354,1996-08-01,3576
120,2005-08-01,3577
54,2005-04-07,3578
98,2006-11-28,3579
33,2002-10-08,3580
1066,2006-03-22,3581
64,2003-02-01,3582
111,1991-10-29,3583
120,2004-01-01,3584
544,2005-09-15,3585
120,2004-08-01,3586
149,2002-10-17,3587
544,2005-06-01,3588
62,2004-05-24,3589
701,2003-07-03,3590
57,1960-06-15,3591
1066,2002-11-07,3592
4,2004-09-07,3593
283,2001-09-01,3594
56,1991-12-01,3595
56,1991-07-12,3596
56,1991-07-12,3597
71,1993-02-02,3598
64,1998-05-29,3599
359,2002-02-08,3600
147,2006-11-14,3601
319,2001-03-01,3602
271,2005-04-12,3603
319,2005-02-01,3604
271,2005-05-09,3605
319,2005-04-12,3606
273,2005-09-13,3607
319,2005-03-01,3608
11,1998-01-20,3609
319,2005-03-01,3610
319,2003-01-01,3611
7,2000-01-04,3612
319,2006-05-01,3613
440,2006-03-14,3614
270,2001-04-16,3615
1071,1999-08-19,3616
271,2005-12-02,3617
319,1998-12-01,3618
319,2006-02-16,3619
132,1995-07-06,3620
1072,1979-06-01,3621
317,1999-08-30,3622
737,2007-04-02,3623
1073,2001-07-17,3624
250,2006-11-13,3625
304,2006-07-31,3626
250,2007-05-08,3627
304,2007-07-02,3628
250,2007-09-10,3629
319,2005-05-20,3630
319,2005-05-20,3631
435,1995-04-01,3632
304,2006-05-23,3633
319,2003-08-01,3634
435,1999-06-01,3635
319,2003-08-01,3636
1074,2000-10-01,3637
1075,2001-06-25,3638
319,2003-08-01,3639
435,2000-04-01,3640
319,2007-01-01,3641
319,2000-07-01,3642
319,1996-04-01,3643
435,2005-10-01,3644
319,2006-05-05,3645
319,2005-05-20,3646
1075,2004-03-01,3647
218,1997-07-08,3648
250,1999-05-05,3649
319,2000-04-01,3650
1076,2004-11-01,3651
169,1999-03-21,3652
100,1997-03-01,3653
361,2002-09-01,3654
1077,2008-12-16,3655
1078,2005-04-12,3656
637,2005-08-30,3657
127,2006-10-24,3658
279,2004-09-21,3659
132,1997-05-12,3660
127,2001-08-07,3661
1079,1996-02-06,3662
798,2006-05-28,3663
359,2002-08-11,3664
1079,1996-03-30,3665
1080,1988-08-18,3666
437,2001-03-15,3667
602,1998-02-23,3668
115,2004-06-01,3669
578,2007-05-08,3670
