publisher_id,publication_date,book_id
244,2001-03-01,485
158,2002-11-01,486
56,2000-01-03,487
224,2003-03-15,488
147,1994-10-18,489
105,1953-04-30,490
138,1998-09-17,491
245,2006-06-22,492
246,1958-09-01,493
62,2006-08-01,494
120,2005-07-01,495
139,1984-11-01,496
34,1996-08-27,497
238,1984-03-01,498
242,1998-01-29,499
224,1998-09-15,500
54,2003-01-30,501
247,2003-05-01,502
149,1969-12-15,503
248,1998-12-15,504
56,1964-02-28,505
249,2003-01-06,506
229,2002-05-01,507
57,1983-12-29,508
138,1995-10-01,509
55,1970-02-01,510
149,1999-02-25,511
224,2003-03-01,512
54,1978-07-27,513
62,2000-04-13,514
33,2004-05-18,515
250,2006-08-08,516
251,2004-07-01,517
64,2005-12-02,518
56,2002-12-31,519
252,2001-08-27,520
253,2001-06-01,521
253,2009-07-15,522
254,2004-08-01,523
253,2008-03-01,524
253,2005-07-01,525
255,2005-03-11,526
255,2005-07-29,527
256,2003-07-01,528
257,2002-12-01,529
127,2000-09-12,530
257,1999-10-01,531
258,2000-11-24,532
259,1958-01-11,533
260,1993-01-01,534
56,2005-08-30,535
149,2001-06-07,536
257,2004-05-01,537
261,2001-05-01,538
262,2003-02-01,539
263,1995-04-15,540
105,2004-08-03,541
121,2003-11-17,542
264,1998-01-15,543
264,1978-01-15,544
265,1982-09-01,545
229,1929-01-01,546
258,2005-01-18,547
229,1985-01-01,548
229,1977-01-01,549
265,1995-07-01,550
264,1979-11-15,551
102,1997-11-16,552
138,2007-09-01,553
149,2003-06-05,554
210,1999-08-13,555
266,1992-03-19,556
190,2005-11-01,557
62,1986-08-05,558
62,2002-04-04,559
62,1995-01-26,560
267,2006-05-04,561
268,2003-08-12,562
120,2003-01-07,563
120,2006-04-10,564
269,2005-07-11,565
270,1997-04-10,566
207,1997-01-20,567
48,2001-04-01,568
120,2003-08-12,569
271,2006-11-06,570
272,2006-07-25,571
2,2001-01-01,572
273,2004-08-10,573
274,2006-12-01,574
275,2002-05-01,575
276,1978-10-01,576
105,1998-10-29,577
105,1998-07-30,578
277,1995-09-07,579
138,2004-02-11,580
56,2005-09-01,581
59,2005-05-05,582
82,2004-09-20,583
207,2003-07-10,584
278,1998-10-06,585
207,1999-10-19,586
279,2001-09-04,587
280,2006-04-18,588
281,2006-01-01,589
282,2006-10-12,590
2,1989-01-01,591
137,2004-04-06,592
77,2004-10-01,593
283,2000-01-01,594
4,2002-09-03,595
284,2005-02-17,596
285,2004-02-01,597
120,2004-05-01,598
58,2004-07-25,599
286,2002-01-10,600
82,2003-12-01,601
112,1993-03-18,602
120,1992-09-01,603
287,2007-01-31,604
233,1993-10-02,605
279,2002-07-09,606
55,2006-02-07,607
288,1994-04-21,608
232,2002-05-13,609
54,1999-11-25,610
166,1998-09-25,611
128,1992-01-01,612
123,2005-09-01,613
289,2001-11-01,614
290,2001-09-26,615
291,2006-06-23,616
44,2002-09-16,617
44,2002-09-16,618
44,2002-09-16,619
240,2002-07-22,620
292,2005-01-01,621
293,1990-06-21,622
62,2004-11-18,623
222,1997-04-01,624
149,1922-02-22,625
241,1991-06-01,626
284,1995-10-01,627
284,1995-10-01,628
112,2002-10-15,629
75,1992-08-12,630
75,1988-09-12,631
294,1988-07-12,632
75,1988-08-12,633
144,2005-09-13,634
295,2005-10-01,635
170,2005-10-11,636
296,2004-09-20,637
297,2006-02-24,638
120,1996-06-12,639
105,2004-01-27,640
298,1981-07-13,641
166,1997-06-12,642
299,1999-06-04,643
298,1984-11-21,644
164,1985-04-01,645
164,1996-11-01,646
132,2005-09-27,647
132,2001-11-06,648
300,2005-10-04,649
166,1998-10-09,650
121,2003-06-17,651
159,1989-06-01,652
102,2000-10-08,653
301,1996-08-16,654
302,2006-02-01,655
109,1993-06-30,656
244,2001-02-01,657
142,1999-08-01,658
140,1996-09-01,659
303,2006-11-01,660
10,2005-10-18,661
9,2004-04-27,662
76,2006-04-18,663
115,2004-07-01,664
304,2005-01-11,665
48,2004-10-11,666
305,2001-10-02,667
4,1995-09-03,668
306,2005-04-26,669
4,1994-06-01,670
149,1997-04-03,671
138,2004-03-18,672
307,2004-09-03,673
308,2006-05-01,674
57,2000-12-05,675
33,1990-11-27,676
309,1996-03-30,677
138,2000-05-18,678
54,2005-01-27,679
54,2004-02-05,680
190,1994-01-26,681
76,2003-09-16,682
89,2006-09-26,683
310,2001-05-22,684
311,2006-06-01,685
54,2003-12-30,686
121,2001-02-17,687
56,2004-06-29,688
143,2000-12-28,689
197,2006-10-01,690
105,1999-10-28,691
64,1997-07-02,692
64,1997-06-09,693
312,2004-02-06,694
313,2002-01-01,695
314,1990-09-15,696
120,2004-01-06,697
120,1994-03-21,698
315,2006-04-13,699
315,1992-12-28,700
316,2001-09-01,701
317,2005-06-15,702
120,1993-06-14,703
33,2005-09-13,704
279,1994-01-13,705
11,2006-10-31,706
318,2003-09-30,707
33,1994-02-01,708
7,2006-01-03,709
64,2002-09-10,710
319,1996-09-01,711
320,2000-02-01,712
64,1997-10-10,713
284,1986-05-12,714
284,2001-01-29,715
284,1990-04-01,716
59,2002-08-06,717
321,1975-01-01,718
322,1991-05-01,719
323,2005-04-19,720
324,2005-09-30,721
158,2000-06-06,722
158,2000-09-01,723
325,1980-05-28,724
158,2005-06-01,725
12,1999-11-15,726
326,1998-08-31,727
232,2002-12-31,728
326,2001-08-31,729
138,1981-07-23,730
34,2002-12-21,731
251,1992-11-01,732
120,1982-05-12,733
89,2001-05-01,734
327,1990-01-01,735
120,2004-06-01,736
140,1998-04-01,737
328,2004-01-01,738
329,2003-06-01,739
330,2005-09-01,740
331,2006-09-12,741
332,2005-06-16,742
82,2003-04-01,743
34,2003-09-18,744
149,1998-04-16,745
333,2004-04-30,746
149,1997-04-03,747
334,1993-07-01,748
335,1995-10-20,749
336,2005-12-27,750
272,1997-12-01,751
133,2002-07-30,752
279,2003-02-11,753
337,2007-01-01,754
241,1991-06-01,755
229,2007-03-01,756
103,2002-11-05,757
277,2005-03-31,758
120,2004-07-01,759
338,1998-10-01,760
283,2004-03-01,761
339,2001-05-01,762
279,2004-07-13,763
54,2005-06-28,764
112,2006-09-26,765
340,1992-10-01,766
9,2005-05-03,767
158,1999-10-04,768
249,1994-09-28,769
158,2001-10-05,770
158,2000-10-05,771
158,1998-10-16,772
158,2003-10-15,773
158,1996-06-14,774
341,1998-09-17,775
329,2004-09-01,776
329,2005-01-01,777
329,2003-02-01,778
158,1998-09-01,779
342,2005-12-01,780
343,2009-10-06,781
344,2010-01-01,782
345,1950-06-27,783
56,2005-09-06,784
56,2000-02-24,785
110,2006-04-04,786
346,2006-09-01,787
33,1989-10-23,788
56,2004-12-28,789
347,2004-04-29,790
149,2000-04-01,791
348,2005-12-13,792
109,2002-01-07,793
349,2001-10-10,794
212,2003-01-07,795
56,2002-12-31,796
226,1999-01-19,797
350,1969-01-01,798
108,2005-07-05,799
351,2006-08-22,800
27,2006-10-17,801
352,1995-09-20,802
59,1996-02-02,803
120,2005-08-01,804
353,2004-05-04,805
138,1998-07-23,806
284,2003-03-10,807
284,2006-02-02,808
284,1996-01-01,809
54,2003-01-30,810
138,1998-07-09,811
54,2005-04-07,812
354,1977-12-31,813
149,1996-05-23,814
54,1983-05-26,815
355,1964-01-28,816
356,1987-12-12,817
56,1977-05-26,818
56,2003-01-28,819
357,2003-11-01,820
158,2004-06-15,821
33,1989-07-17,822
164,2003-06-03,823
358,1969-01-13,824
359,2006-11-01,825
360,2006-08-30,826
361,1999-10-21,827
362,1997-08-01,828
363,1999-05-10,829
68,2008-01-01,830
34,2003-05-22,831
314,1997-05-08,832
68,2005-08-02,833
18,2003-07-01,834
18,2003-08-01,835
364,2002-05-17,836
365,1996-10-21,837
158,1995-09-01,838
68,2006-10-17,839
366,2000-10-01,840
367,2006-10-10,841
368,2002-12-01,842
369,1985-11-01,843
370,2002-03-19,844
371,1990-09-30,845
372,2000-03-07,846
168,1984-01-01,847
62,1999-04-22,848
179,1990-05-07,849
243,2004-06-17,850
54,2003-11-27,851
373,2008-03-14,852
149,1997-03-06,853
374,2003-01-01,854
375,2008-07-01,855
70,2002-01-01,856
376,2006-09-04,857
377,2001-12-31,858
378,1998-09-15,859
379,2000-05-01,860
295,2003-09-30,861
380,1991-09-01,862
141,2007-03-20,863
56,2002-09-24,864
56,2003-06-24,865
381,2002-02-01,866
382,2006-03-08,867
170,2006-10-03,868
170,2004-05-19,869
170,2006-08-01,870
170,2006-02-07,871
170,2006-04-04,872
383,2004-04-02,873
384,2004-11-11,874
384,2004-09-03,875
385,1987-07-24,876
111,2001-02-13,877
386,1994-06-01,878
361,1997-11-13,879
105,1989-06-29,880
387,2003-11-03,881
384,2002-01-05,882
388,2003-07-02,883
389,1995-01-01,884
389,2004-08-10,885
389,2003-09-09,886
317,1981-08-22,887
158,1995-02-17,888
47,1996-01-01,889
279,2001-06-12,890
54,2003-03-27,891
226,1994-12-19,892
390,2001-07-01,893
391,2006-07-14,894
59,1999-01-26,895
258,2003-03-15,896
392,2003-04-22,897
284,2000-08-01,898
54,2002-12-31,899
59,2005-05-06,900
393,2001-08-14,901
121,2001-10-17,902
59,1998-12-23,903
258,2004-10-18,904
238,1984-03-01,905
68,2000-11-28,906
284,1992-10-15,907
68,2004-06-15,908
394,2002-06-01,909
100,2003-10-28,910
395,1998-09-01,911
55,2003-07-01,912
77,2005-03-01,913
54,2003-01-30,914
56,2002-02-26,915
396,1994-09-01,916
397,1999-03-19,917
166,2003-12-24,918
398,2007-04-03,919
399,2005-06-01,920
166,2003-11-13,921
166,1996-10-04,922
166,2002-01-03,923
400,1991-06-27,924
401,1993-08-01,925
402,2002-02-10,926
403,1993-01-01,927
158,1990-02-01,928
158,2004-12-09,929
30,2004-05-05,930
30,1998-10-12,931
404,2003-07-07,932
405,1991-03-01,933
30,2003-09-18,934
32,2004-04-07,935
406,1995-04-01,936
292,2005-01-01,937
55,1986-02-04,938
81,1971-01-17,939
54,2006-07-27,940
59,2002-10-29,941
121,2005-12-17,942
158,1994-05-02,943
56,2000-09-28,944
193,1995-05-01,945
407,2006-05-18,946
408,2006-09-01,947
2,2006-02-01,948
2,2005-12-01,949
159,1994-09-28,950
409,1995-04-05,951
410,1991-04-01,952
411,1991-01-17,953
412,1999-07-05,954
411,1992-08-31,955
410,1991-10-20,956
410,1991-02-06,957
292,2006-01-01,958
359,1989-09-10,959
59,2003-07-15,960
413,1963-06-28,961
414,1998-09-01,962
292,2006-01-01,963
190,1960-02-15,964
415,2004-10-04,965
37,2005-06-15,966
416,2001-05-10,967
417,2005-08-30,968
64,2001-11-13,969
312,1994-12-01,970
418,2005-09-06,971
27,2006-11-07,972
418,2001-09-18,973
68,2002-05-14,974
418,2004-09-07,975
419,2004-04-27,976
420,2003-04-07,977
421,2003-03-01,978
422,1993-08-23,979
423,2006-09-07,980
279,2006-09-12,981
424,2006-02-28,982
56,1998-07-01,983
144,2005-01-11,984
11,2002-03-26,985
56,2001-02-01,986
423,2001-09-10,987
425,2000-10-13,988
71,2001-03-06,989
54,2000-12-01,990
426,2005-08-28,991
301,1999-03-01,992
33,1995-08-29,993
158,2006-07-03,994
68,1999-12-22,995
27,2006-06-27,996
427,2002-06-25,997
428,2005-09-06,998
159,2003-01-28,999
159,1997-02-01,1000
89,2006-05-23,1001
429,1999-02-14,1002
100,2002-01-01,1003
100,2003-10-28,1004
430,1990-09-28,1005
159,1992-07-01,1006
159,1990-11-01,1007
57,2000-12-14,1008
431,2003-09-23,1009
33,2004-04-15,1010
432,2004-04-01,1011
433,2006-03-28,1012
9,1999-09-01,1013
9,1999-09-01,1014
434,1999-09-01,1015
158,2006-09-01,1016
56,1996-12-01,1017
319,2005-04-01,1018
319,2005-04-01,1019
319,2006-04-11,1020
319,2006-01-03,1021
435,2005-08-01,1022
436,2005-04-01,1023
219,2004-08-01,1024
319,1999-02-01,1025
319,2004-09-01,1026
56,2001-03-08,1027
219,1999-12-01,1028
159,2006-10-31,1029
277,2006-08-03,1030
323,2006-02-14,1031
87,2006-10-31,1032
437,2006-06-20,1033
438,2004-07-27,1034
439,2001-12-31,1035
440,2005-06-14,1036
440,2005-07-12,1037
389,2005-05-10,1038
94,2002-04-09,1039
170,2006-09-12,1040
167,1996-09-01,1041
170,2006-12-12,1042
441,2000-07-01,1043
442,2004-09-01,1044
9,2006-05-09,1045
443,1995-02-22,1046
444,2003-04-28,1047
445,1959-10-01,1048
446,1983-04-01,1049
149,2004-11-04,1050
447,1994-11-01,1051
448,1998-12-01,1052
449,1989-08-01,1053
450,1998-10-06,1054
449,1988-06-01,1055
238,1986-08-26,1056
103,2004-11-30,1057
103,2005-11-07,1058
49,2006-03-01,1059
451,2006-04-20,1060
452,2006-10-11,1061
308,2006-10-03,1062
453,1996-10-15,1063
4,2001-07-01,1064
454,2003-10-01,1065
143,2006-10-01,1066
197,2003-08-01,1067
11,2000-10-31,1068
455,2003-09-03,1069
456,2006-01-24,1070
169,2019-04-02,1071
11,1989-11-29,1072
158,2000-09-28,1073
115,2003-05-18,1074
457,1995-09-01,1075
33,2006-08-15,1076
147,2005-12-07,1077
33,2001-06-12,1078
33,1996-05-28,1079
33,1993-10-12,1080
33,2004-06-08,1081
115,1998-12-17,1082
56,2006-08-29,1083
410,2003-12-09,1084
295,2006-12-01,1085
283,2003-03-01,1086
68,2005-04-05,1087
56,2004-09-07,1088
54,2005-02-01,1089
56,2003-02-25,1090
341,2004-10-07,1091
54,2004-08-31,1092
54,2006-06-27,1093
458,2004-08-31,1094
56,1993-04-01,1095
277,1992-07-01,1096
355,1998-02-01,1097
33,2003-06-17,1098
33,2001-06-12,1099
179,2005-05-10,1100
108,2004-03-02,1101
396,2004-09-10,1102
284,1983-04-15,1103
284,1985-04-01,1104
54,1976-08-26,1105
284,1982-05-06,1106
389,2003-08-26,1107
47,2005-09-13,1108
56,2002-12-31,1109
318,1978-06-12,1110
459,1984-01-01,1111
105,2002-08-27,1112
56,2002-08-27,1113
56,2003-09-02,1114
56,2004-04-06,1115
56,2006-04-04,1116
277,2000-08-03,1117
460,2004-03-02,1118
277,2007-09-06,1119
461,2004-12-23,1120
389,1994-11-15,1121
440,1984-05-01,1122
149,2002-09-01,1123
389,1985-12-01,1124
462,2006-09-01,1125
463,2004-04-16,1126
464,2006-11-03,1127
465,1993-12-31,1128
463,1999-06-11,1129
466,2002-09-02,1130
48,2010-03-31,1131
319,2005-12-02,1132
467,2000-10-02,1133
468,1999-07-01,1134
469,2005-10-26,1135
470,2002-03-26,1136
33,2006-10-10,1137
471,2002-05-20,1138
472,2002-05-20,1139
472,2002-05-20,1140
33,2005-11-08,1141
11,2001-02-27,1142
64,2001-05-08,1143
64,2001-10-02,1144
64,2001-08-02,1145
473,2005-04-26,1146
56,2003-02-25,1147
137,2003-06-03,1148
279,2001-04-10,1149
474,1984-04-18,1150
57,1964-07-08,1151
475,2004-09-01,1152
95,2002-09-01,1153
190,2003-07-15,1154
11,2001-11-27,1155
476,2004-05-15,1156
477,1999-04-16,1157
9,2004-04-13,1158
478,2005-02-19,1159
479,2006-05-17,1160
164,1998-09-01,1161
9,2005-11-01,1162
480,2004-11-01,1163
481,2006-05-16,1164
4,2004-03-02,1165
308,2006-10-17,1166
12,2006-08-15,1167
201,1999-04-06,1168
482,2005-05-01,1169
30,2007-05-29,1170
483,1984-01-23,1171
262,2003-06-01,1172
484,2006-05-18,1173
203,2005-06-01,1174
485,1992-02-20,1175
486,2006-07-19,1176
487,2002-08-01,1177
180,2000-12-26,1178
488,1998-12-14,1179
489,2006-07-25,1180
133,2005-06-28,1181
304,2007-01-08,1182
489,2002-11-26,1183
490,2003-09-15,1184
491,1996-12-01,1185
133,2002-12-31,1186
76,2001-08-25,1187
492,2004-05-18,1188
48,2001-10-31,1189
493,1999-09-06,1190
168,2006-07-03,1191
304,2001-01-30,1192
38,2006-09-15,1193
115,2010-04-21,1194
33,2006-08-29,1195
319,2000-12-01,1196
357,2005-11-01,1197
350,2005-09-02,1198
68,2013-12-13,1199
494,2017-08-17,1200
139,2001-01-01,1201
495,2006-06-01,1202
496,2000-03-30,1203
103,2006-02-01,1204
143,2006-05-01,1205
497,1999-10-30,1206
13,2005-09-26,1207
105,2005-01-11,1208
498,2001-12-01,1209
38,2003-04-25,1210
499,2003-09-01,1211
317,1999-08-18,1212
500,2004-11-02,1213
271,2006-10-16,1214
89,2005-08-01,1215
501,2004-05-06,1216
502,2007-06-01,1217
503,2005-12-15,1218
415,2002-05-08,1219
33,2002-06-11,1220
56,2001-01-25,1221
71,2001-06-01,1222
105,2000-11-30,1223
421,1997-05-27,1224
504,2005-09-30,1225
505,2006-03-28,1226
74,2005-05-03,1227
48,2004-10-04,1228
506,1997-12-11,1229
179,2006-03-28,1230
7,2006-03-28,1231
177,2003-10-17,1232
149,2006-05-18,1233
507,2008-07-01,1234
508,2006-09-13,1235
508,2004-11-30,1236
509,2003-10-07,1237
339,2001-08-01,1238
509,1998-03-01,1239
509,2000-03-01,1240
105,2002-04-04,1241
232,2006-09-07,1242
361,2007-03-06,1243
510,2003-03-17,1244
290,2003-05-20,1245
349,2004-10-06,1246
