author_id,author_name
4564,"Irving Drutman"
4565,"Bernard Cohen"
4566,"James McBride"
4567,"Victoria Finlay"
4568,"Vincent van Gogh"
4569,"Metropolitan Museum of Art"
4570,"William Lach"
4571,"Alan Dean Foster"
4572,"Ann Beattie"
4573,"Denise Dersin"
4574,"Richard Stapleford"
4575,"Robin Chapman Stacey"
4576,"Ellen Anker"
4577,"Enric Tremps"
4578,"Steve Perry"
4579,"Larry Segriff"
4580,"Steve Pieczenik"
4581,"Chuck Horner"
4582,"Jerome Preisler"
4583,"Leon A. Edney"
4584,"Russell Davis"
4585,"Jeff Rovin"
4586,"Randy Leffingwell"
4587,"David Newhardt"
4588,"Matt Christopher"
4589,"Harvey Kidder"
4590,"Chris Pratley"
4591,"Birgit Brandau"
4592,"Hartmut Schickert"
4593,"Richard Powers"
4594,"David R. Hawkins"
4595,"William Manchester"
4596,"Les Parrott III"
4597,"Elaine Cunningham"
4598,"Mark Hunter"
4599,"Ian Lemke"
4600,"FASA Corporation"
4601,"Louis J. Prosperi"
4602,"Diane Whiteside"
4603,"MaryJanice Davidson"
4604,"Virginia Kantra"
4605,"Sunny "
4606,"Heidi Betts"
4607,"Cortney Skinner"
4608,"Ellen Kushner"
4609,"Theodora Goss"
4610,"K. Tempest Bradford"
4611,"Karen Jordan Allen"
4612,"Rachel Pollack"
4613,"Veronica Schanoes"
4614,"Mikal Trimm"
4615,"Colin Greenland"
4616,"Vandana Singh"
4617,"Matthew Cheney"
4618,"Léa Silhol"
4619,"Adrián Ferrero"
4620,"Holly Phillips"
4621,"Catherynne M. Valente"
4622,"Christopher Barzak"
4623,"Leslie What"
4624,"Anna Tambour"
4625,"Joy Marchand"
4626,"Jon Singer"
4627,"Csilla Kleinheincz"
4628,"Michael J. DeLuca"
4629,"Jerome Kagan"
4630,"Micol Ostow"
4631,"Anne McCaffrey"
4632,"Elizabeth Ann Scarborough"
4633,"Todd McCaffrey"
4634,"Jude Watson"
4635,"John Lee"
4636,"Joan Goldstein"
4637,"Manuela Soares"
4638,"Judy Grahn"
4639,"Nisa Donnelly"
4640,"Tara McCarthy"
4641,"Drew Hires"
4642,"Jaime Lucero"
4643,"Vincent Ceci"
4644,"McDougal Littell"
4645,"Douglas W. Carnine"
4646,"Grif Stockley"
4647,"Blaine M. Yorgason"
4648,"Brenton G. Yorgason"
4649,"James Scott Bell"
4650,"John Keats"
4651,"Jeffrey N. Cox"
4652,"Peter Anghelides"
4653,"J. Shaun Lyon"
4654,"Jon de Burgh Miller"
4655,"Eddie Robson"
4656,"Todd Green"
4657,"Andy Russell"
4658,"Andrew Collins"
4659,"Kathryn Sullivan"
4660,"Iain McLaughlin"
4661,"Mark Michalowski"
4662,"Joseph Lidster"
4663,"Trevor Baxendale"
4664,"Colin Brake"
4665,"Claire Bartlett"
4666,"Sarah Groenewegen"
4667,"Trey Korte"
4668,"Andy Frankham-Allen"
4669,"Steve Augarde"
4670,"Brian J. Robb"
4671,"Gardner Dozois"
4672,"Barry Menikoff"
4673,"Tasha Tudor"
4674,"Joan Aiken"
4675,"Russell Hoban"
4676,"Neville Teller"
4677,"Robin Ellis"
4678,"Sian Phillips"
4679,"Hugh Grant"
4680,"Mark O'Shea"
4681,"Tim Halliday"
4682,"Jonathan Metcalf"
4683,"Ansel Adams"
4684,"Robert Hardy Baker"
4685,"Emma Barker"
4686,"Kim W. Woods"
4687,"Charles A. Coulombe"
4688,"Stanley Bing"
4689,"Robert D. Richardson Jr."
4690,"Carl Senna"
4691,"Bob Blaisdell"
4692,"Don E. Fehrenbacher"
4693,"Kathryn Hughes"
4694,"Thomas A. Noble"
4695,"Alan Ereira"
4696,"Chris Adrian"
4697,"Josip Novakovich"
4698,"Moonshine "
4699,"Shirley McPhillips"
4700,"Philippa Stratton"
4701,"Robert M. Sapolsky"
4702,"Leon Edel"
4703,"Mark Wilson"
4704,"Larry J. Stephens"
4705,"Erving Goffman"
4706,"Alexandra Ivy"
4707,"Aesop "
4708,"Ann McGovern"
4709,"Stephen R. Swinburne"
4710,"Jim Brandenburg"
4711,"Thomas DePietro"
4712,"Richard Curtis"
4713,"William Murray"
4714,"Michael Reaves"
4715,"Michael Jecks"
4716,"Don Macmillan"
4717,"Wayne G. Broehl Jr."
4718,"Rosalind M. Greenberg"
4719,"Martin H. Greenberg"
4720,"Brittiany A. Koren"
4721,"Brian Stableford"
4722,"Jim C. Hines"
4723,"Donald J. Bingle"
4724,"Devon Monk"
4725,"Phaedra M. Weldon"
4726,"Christina F. York"
4727,"Jana Paniccia"
4728,"Susan Sizemore"
4729,"Michael Jasper"
4730,"Janny Wurts"
4731,"Lisanne Norman"
4732,"Jack Nimersheim"
4733,"Jack C. Haldeman II"
4734,"Harry Turtledove"
4735,"Laura Resnick"
4736,"Karen Haber"
4737,"Jane Lindskold"
4738,"Barry N. Malzberg"
4739,"Mark Aronson"
4740,"Stefan R. Dziemianowicz"
4741,"Kristine Kathryn Rusch"
4742,"Barbara Delaplace"
4743,"Barb Jernigan"
4744,"Blake Cahoon"
4745,"Nina Kiriki Hoffman"
4746,"Bruce Holland Rogers"
4747,"Peter Crowther"
4748,"R. Davis"
4749,"Nancy Springer"
4750,"Dean Wesley Smith"
4751,"Genevieve Gorman"
4752,"Jean-François Podevin"
4753,"Zane Stillings"
4754,"Carol Rondou"
4755,"Stephen Leigh"
4756,"Gene DeWeese"
4757,"Joe Masdon"
4758,"Skip Williams"
4759,"Penny Williams"
4760,"Pierce Askegren"
4761,"Nancy Virginia Varian"
4762,"Wes Nicholson"
4763,"Robert E. Vardeman"
4764,"Jackie Cassada"
4765,"James M. Ward"
4766,"Jon L. Breen"
4767,"Linda P. Baker"
4768,"Dennis Adler"
4769,"R.L. Wilson"
4770,"R. McL. Wilson"
4771,"Arthur Yorinks"
4772,"Raymond Jafelice"
4773,"Wayne W. Dyer"
4774,"Michael S.  Smith"
4775,"Diane Dorrans Saeks"
4776,"Michael Marshall Smith"
4777,"Chris Archer"
4778,"Molyn Leszcz"
4779,"Sherwood Smith"
4780,"Anne Easter Smith"
4781,"Robert E. Howard"
4782,"Gary Gianni"
4783,"Patrice Louinet"
4784,"Lynda Madison"
4785,"Norm Bendell"
4786,"Nancy Holyoke"
4787,"Ali Douglass"
4788,"Patti Kelley Criswell"
4789,"Mymi Doinet"
4790,"Benjamin Chaud"
4791,"Bernard Frechtman"
4792,"Nelson Algren"
4793,"Sylvie Le Bon de Beauvoir"
4794,"Vanessa Kling"
4795,"Robert Shapard"
4796,"James Thomas"
4797,"Elizabeth Silverthorne"
4798,"Betty McCollum"
4799,"Thomas Bailey Saunders"
4800,"Giuliano Hazan"
4801,"Dana Gallagher"
4802,"Paola Nanni-Tate"
4803,"Mary Anna Evans"
4804,"Robert Bauval"
4805,"Adrian Geoffrey Gilbert"
4806,"Ben Bova"
4807,"James E. Ingram"
4808,"Lori Grove"
4809,"Rick Steves"
4810,"Brian Michael Bendis"
4811,"Robert Kirkman"
4812,"Mike Deodato"
4813,"Ryan Sook"
4814,"Stuart Immonen"
4815,"Frazier Irving"
4816,"Adrian McKinty"
4817,"P.T. Deutermann"
4818,"Harry Bliss"
4819,"Mark Bagley"
4820,"Bill Willingham"
4821,"Esao Andrews"
4822,"James Jean"
4823,"Derek Kirk Kim"
4824,"Tara McPherson"
4825,"Jill Thompson"
4826,"Mark Wheatley"
4827,"Michael Wm. Kaluta"
4828,"Brian Bolland"
4829,"Leigh Nichols"
4830,"Steve Leialoha"
4831,"Shawn McManus"
4832,"Andrew Pepoy"
4833,"Craig Hamilton"
4834,"P. Craig Russell"
4835,"Mike Allred"
4836,"Lan Medina"
4837,"Matthew Sturges"
4838,"Russ Braun"
4839,"Tony Akins"
4840,"Eric Shanower"
4841,"Jae Lee"
4842,"Chrissie Zullo"
4843,"David Petersen"
4844,"Jim Fern"
4845,"Jimmy Palmiotti"
4846,"David Hahn"
4847,"Bryan Talbot"
4848,"Linda Medley"
4849,"Russell Roberts"
4850,"Russ Roberts"
4851,"John Ayto"
4852,"Greg Tang"
4853,"Heather Cahoon"
4854,"Laura Harris"
4855,"Laura Gibbs"
4856,"David Axton"
4857,"David Baker"
4858,"Keith Szarabajka"
4859,"Richard Ferrrone"
4860,"Michael Cumpsty"
4861,"Melissa Leo"
4862,"Jeremy Piven"
4863,"Peter J. Fernandez"
4864,"Denis O'Hare"
4865,"Roger Rees"
4866,"Keith David"
4867,"Joseph Wambaugh"
4868,"Stephen J. Cannell"
4869,"Michael Connelly"
4870,"Dick Hill"
4871,"Len Cariou"
4872,"Buck Schirner"
4873,"Joe Mantegna"
4874,"Burt Reynolds"
4875,"Joe Haldeman"
4876,"Connie Willis"
4877,"William Nabors"
4878,"Harry Harrison"
4879,"Damon Knight"
4880,"Harlan Ellison"
4881,"Poul Anderson"
4882,"Mack Reynolds"
4883,"Alec Effinger"
4884,"Constance Ash"
4885,"Walter Jon Williams"
4886,"Debra Doyle"
4887,"James D. Macdonald"
4888,"Kara Dalkey"
4889,"Michael Armstrong"
4890,"Richard Parks"
4891,"Sage Walker"
4892,"Susan Palwick"
4893,"William F. Wu"
4894,"Jack McDevitt"
4895,"Robert Silverberg"
4896,"Hidenori Hara"
4897,"Hitori Nakano"
4898,"Dennis Lehane"
4899,"John Biguenet"
4900,"Thomas H. Cook"
4901,"Sean Doolittle"
4902,"Brendan DuBois"
4903,"David Edgerley Gates"
4904,"Joe Gores"
4905,"James Grady"
4906,"Clark Howard"
4907,"Joe R. Lansdale"
4908,"Michael Malone"
4909,"Annette Meyers"
4910,"F.X. Toole"
4911,"Daniel Waterman"
4912,"Scott Wolven"
4913,"Fred Melton"
4914,"Donald H. Wolfe"
4915,"William T. Rasmussen"
4916,"Mary Pacios"
4917,"Karin Slaughter"
4918,"John Connolly"
4919,"Denise Mina"
4920,"Mark Billingham"
4921,"John Harvey"
4922,"Emma Donoghue"
4923,"Laura Lippman"
4924,"Fidelis Morgan"
4925,"Peter Moore Smith"
4926,"Jerrilyn Farmer"
4927,"Lee Child"
4928,"Hayward Morse"
4929,"Garrick Hagon"
4930,"Edward Steers Jr."
4931,"George Grant"
4932,"Morag McKendrick Pippin"
4933,"William Goldman"
4934,"P. Gethers"
4935,"Mike Lupica"
4936,"David Morrell"
4937,"Bernard Cornwell"
4938,"Jamie Glover"
4939,"Tom Sellwood"
4940,"Stephen Hunter"
4941,"Beau Bridges"
4942,"Philip Bosco"
4943,"Jay O. Sanders"
4944,"Will Patten"
4945,"Reinaldo Arenas"
4946,"Douglas Preston"
4947,"Lincoln Child"
4948,"Sam Waterston"
4949,"Tony Goldwyn"
4950,"Carol Bloom Stevens"
4951,"Mario Puzo"
4952,"Peter Bart"
4953,"Robert Thompson"
4954,"Josef Rubinstein"
4955,"Rob Leigh"
4956,"Bob Lappan"
4957,"Mike Flaherty"
4958,"Terry Beatty"
4959,"Chris Noth"
4960,"John Lange"
4961,"Eamon Duffy"
4962,"Rajiv Chandrasekaran"
4963,"Laurie Garrett"
4964,"Steven M. Wolinsky"
4965,"Peter D. Schiff"
4966,"John Downes"
4967,"James Wesley- Rawles"
4968,"إدوارد سعيد"
4969,"Chris Anderson"
4970,"Federico Villegas Silva Lezama"
4971,"Jakob Nielsen"
4972,"Hoa Loranger"
4973,"Marie Tahir"
4974,"Yvon Chouinard"
4975,"George Henry Jennings"
4976,"Cecily von Ziegesar"
4977,"Charles Seife"
4978,"Lynnette Khalfani"
4979,"Nick Cook"
4980,"Jeff Long"
4981,"Karen Traviss"
4982,"Andy McNab"
4983,"Heather O'Neill"
4984,"Minfong Ho"
4985,"Holly Meade"
4986,"Robert Crais"
4987,"Diana Palmer"
4988,"Jane Porter"
4989,"Christina Dodd"
4990,"Jerry Spinelli"
4991,"Albert Demeo"
4992,"Mary Jane Ross"
4993,"Lewis Perdue"
4994,"Rob Thomas"
4995,"Leah Wilson"
4996,"Heather Havrilesky"
4997,"Amy Berner"
4998,"Lynne Edwards"
4999,"John Ramos"
5000,"Alafair Burke"
5001,"Chris McCubbin"
5002,"Lawrence Watt-Evans"
5003,"Lani Diane Rich"
5004,"Geoff Klock"
5005,"Judy Fitzwater"
5006,"Evelyn Vaughn"
5007,"Joyce Millman"
5008,"Amanda Ann Klein"
5009,"Kristen Kidder"
5010,"Jesse Hassenger"
5011,"Gwen Ellery"
5012,"Misty Hook"
5013,"Samantha Bornemann"
5014,"Nicholas Christopher"
5015,"Monica Drake"
5016,"Erik Darling"
5017,"Arthur Morey"
5018,"Lorna Raver"
5019,"Marc Cashman"
5020,"Kimberly Farr"
5021,"Renee Randman"
5022,"Freddy Michalski"
5023,"Javier Calvo"
5024,"Bruce Sterling"
5025,"Jonathan Davis"
5026,"Dennis Holland"
5027,"Kevin Pariseau"
5028,"Victor Bevine"
5029,"Jay Snyder"
5030,"Brian Nishil"
5031,"Oliver Wyman"
5032,"Eric Michael Summerer"
5033,"Marc Vietor"
5034,"Eileen Gunn"
5035,"Howard Waldrop"
5036,"Dani Cavallaro"
5037,"Mark Pennington"
5038,"Claire Danes"
5039,"Grant Morrison"
5040,"Frank Quitely"
5041,"Steve Yeowell"
5042,"Dennis Cramer"
5043,"Peter Milligan"
5044,"Jon J. Muth"
5045,"Duncan Fegredo"
5046,"Frazer Irving"
5047,"Simone Bianchi"
5048,"Cameron Stewart"
5049,"Richard Case"
5050,"Doug Braithwaite"
5051,"Scott Hanna"
5052,"Carlos Garzon"
5053,"John Nyberg"
5054,"Chris Weston"
5055,"Gary Erskine"
5056,"Ken Steacy"
5057,"Stan Woch"
5058,"Philip Bond"
5059,"Mark McKenna"
5060,"John Dell"
5061,"Klaus Janson"
5062,"Marc Silvestri"
5063,"John Paul Leon"
5064,"Leinil Francis Yu"
5065,"Igor Kordey"
5066,"Ethan Van Sciver"
5067,"Keron Grant"
5068,"Tom Derenick"
5069,"Robert Mayer"
5070,"D'Israeli "
5071,"Daniel Vozzo"
5072,"Rafael De la Iglesia"
5073,"Mike Dringenberg"
5074,"Jamie Hewlett"
5075,"Rian Hughes"
5076,"Warren Pleece"
5077,"Sean Phillips"
5078,"Jay Stephens"
5079,"Tommy Lee Edwards"
5080,"Dick Giordano"
5081,"Ivan Reis"
5082,"Ivan T. Sanderson"
5083,"Warren Ellis"
5084,"Darick Robertson"
5085,"Rodney Ramos"
5086,"Patrick Stewart"
5087,"Keith Akin"
5088,"Darren Aronofsky"
5089,"Kevin Shay"
5090,"Lee Epstein"
5091,"Suzanne Kleid"
5092,"Preston Peet"
5093,"Russ Kick"
5094,"Charles Darwin"
5095,"Philip Appleman"
5096,"Albert Jack"
5097,"Ann Page"
5098,"Julian Huxley"
5099,"Elaine Pagels"
5100,"Donald Kagan"
5101,"Julian Jaynes"
5102,"Casey Loe"
5103,"Laura Parkinson"
5104,"Barrington Moore Jr."
5105,"James C. Scott"
5106,"Edward Friedman"
5107,"Carl Zimmer"
5108,"Daron Acemoğlu"
5109,"James A. Robinson"
5110,"Yosef A.A. Ben-Jochannan"
5111,"Aldon D. Morris"
5112,"F.F. Bruce"
5113,"Philip W. Comfort"
5114,"Carl F.H. Henry"
5115,"J.I. Packer"
5116,"Don Lee"
5117,"Colin McGinn"
5118,"Michael Baur"
5119,"Steven Baur"
5120,"James S. Spiegel"
5121,"Steve Turner"
5122,"Neil deGrasse Tyson"
5123,"Stephen Tyson"
5124,"Joseph Vargo"
5125,"Christine Filipak"
5126,"Eric Muss-Barnes"
5127,"Jalone J. Haessig"
5128,"Joseph Iorillo"
5129,"Robert Michaels"
5130,"Russell Novotny"
5131,"James Pipik"
5132,"Yu Aida"
5133,"Hiroshi Aida"
5134,"Ed Dorn"
5135,"Antony Johnston"
5136,"Christopher Mitten"
5137,"Jennifer Hendricks"
5138,"Gordon Hendricks"
5139,"Watchman Nee"
5140,"Robert Ferrigno"
5141,"James Tiptree Jr."
5142,"David Alabort"
5143,"Manuel Espín"
5144,"Ali Vali"
5145,"Jean Baudrillard"
5146,"James Benedict"
5147,"Chris Turner"
5148,"Chris Horrocks"
5149,"Zoran Jevtić"
5150,"T.Z. Lavine"
5151,"Jane Robins"
5152,"Jane Green"
5153,"Albert Ellis"
5154,"David Ellis"
5155,"Shannon Drake"
5156,"Brenda Novak"
5157,"Ann O'Leary"
5158,"Deborah Woodworth"
5159,"Rumiko Takahashi"
5160,"Joseph O'Connor"
5161,"Diethard Herles"
5162,"Pauline McLynn"
5163,"Gerard Stembridge"
5164,"Conor McPherson"
5165,"Gene Kerrigan"
5166,"Gina Moxley"
5167,"Anthony Cronin"
5168,"Owen O'Neill"
5169,"Hugo Hamilton"
5170,"Charlie O'Neill"
5171,"Tom Humphries"
5172,"Donal O'Kelly"
5173,"Roxane Azimi"
5174,"Wendy Markham"
5175,"Ai Morinaga"
5176,"Stephen R. Donaldson"
5177,"Yasuhiro Kano"
5178,"Molly C. Lee"
5179,"Angela J. Linn"
5180,"Chase Hensel"
5181,"James H. Barker"
5182,"Candace Schuler"
5183,"Nahum N. Glatzer"
5184,"Tania Stern"
5185,"James Stern"
5186,"Ernst Kaiser"
5187,"Eithne Wilkins"
5188,"Klaus Mann"
5189,"Gabriel Josipovici"
5190,"Gilles Deleuze"
5191,"Félix Guattari"
5192,"Jacob Grimm"
5193,"Wilhelm Grimm"
5194,"Maria Tatar"
5195,"Paul Hey"
5196,"Walter Crane"
5197,"Warwick Goble"
5198,"Kay Nielsen"
5199,"Arthur Rackham"
5200,"Jack D. Zipes"
5201,"Johnny Gruelle"
5202,"Kaoru Mori"
5203,"森 薫"
5204,"Jo Clayton"
5205,"Kevin Andrew Murphy"
5206,"Lidia Matticchio Bastianich"
5207,"David Nussbaum"
5208,"Christopher Hirsheimer"
5209,"Tanya Bastianich Manuali"
5210,"Jay Jacobs"
5211,"Federico García Lorca"
5212,"Langston Hughes"
5213,"Christopher Maurer"
5214,"Alister E. McGrath"
5215,"Richard E. Neustadt"
5216,"Patrick McGrath"
5217,"Michael D. Oates"
5218,"Larbi Oukada"
5219,"Hanif Kureishi"
5220,"Roland Barthes"
5221,"Stephen Heath"
5222,"Matthew Ward"
5223,"Richard Miller"
5224,"Jean-Noël Schifano"
5225,"Manuel Rivas"
5226,"Jeremy Rifkin"
5227,"Ralph Fowler"
5228,"William O'Daly"
5229,"Margery Facklam"
5230,"Sylvia Long"
5231,"Liliana Valenzuela"
5232,"Caroline Sharp"
5233,"Patricia McCormick"
5234,"Matthue Roth"
5235,"Kevin Waltman"
5236,"Samantha Schutz"
5237,"Coe Booth"
5238,"Eddie de Oliveira"
5239,"Tanuja Desai Hidier"
5240,"Kevin Brooks"
5241,"Chris Wooding"
5242,"Brian James"
5243,"Kristen Kemp"
5244,"Eireann Corrigan"
5245,"Christopher Krovatin"
5246,"Billy Merrell"
5247,"Sean Stewart"
5248,"Bryan Magee"
5249,"Martha C. Nussbaum"
5250,"Anthony Quinton"
5251,"Michael Ayres"
5252,"John Passmore"
5253,"Geoffrey Warnock"
5254,"Frederick Charles Copleston"
5255,"J. P. Stern"
5256,"Hubert L. Dreyfus"
5257,"Sidney Morgenbesser"
5258,"A.J. Ayer"
5259,"John Rogers Searle"
5260,"Isaiah Berlin"
5261,"Charles Taylor"
5262,"Herbert Marcuse"
5263,"William Barrett"
5264,"R. M. Hare"
5265,"Willard Van Orman Quine"
5266,"Hilary Putnam"
5267,"Ronald Dworkin"
5268,"Ernest Gellner"
5269,"Lynn Keller"
5270,"Ross Garnaut"
5271,"Margot Norris"
5272,"Robert Scholes"
5273,"A. Walton Litz"
5274,"Donal Donnelly"
5275,"Ciaran Hinds"
5276,"Colm Meaney"
5277,"Malachy McCourt"
5278,"Adam Sexton"
5279,"G. Tubach"
5280,"Laura Zuccotti"
5281,"Beth Dunfey"
5282,"Michael Korda"
5283,"Josiah Bunting"
5284,"Arthur M. Schlesinger Jr."
5285,"Weldon Thornton"
5286,"Ernle Bradford"
5287,"Bruce Arnold"
5288,"Chris Kubica"
5289,"Karen Katz"
5290,"Kate Klise"
5291,"M. Sarah Klise"
5292,"Pimsleur Language Programs"
5293,"Alain de Botton"
5294,"Elizabeth A. Lynn"
5295,"Anna Deavere Smith"
5296,"Jessica Porter"
5297,"Michio Kushi"
5298,"Sandra Cisneros"
5299,"Elena Poniatowska"
5300,"Ann Douglas"
5301,"Katharine McMahon"
5302,"Eric Searleman"
5303,"Eric Chaisson"
5304,"Steve McMillan"
5305,"Stephen P. Maran"
5306,"Dinah L. Moché"
5307,"Philip Plait"
5308,"Richard Buxton"
5309,"Edith Hamilton"
5310,"Steele Savage"
5311,"Geoff Spear"
5312,"Chip Kidd"
5313,"John Lindow"
5314,"William F. Russell"
5315,"Peter M. Robinson"
5316,"Hannah Hurnard"
5317,"Scott C. Jacobson"
5318,"William J. Bennett"
5319,"Michael Hague"
5320,"Walter Dean Myers"
5321,"Todd Davis"
5322,"Marc Frey"
5323,"Roger Ebert"
5324,"David Bordwell"
5325,"Ray Ebert"
5326,"Daniel Curley"
5327,"Jack Lane"
5328,"Al Franken"
5329,"Jacob Weisberg"
5330,"Melody Beattie"
5331,"Stuart Smalley"
5332,"Frank R. Stockton"
5333,"Ludwig Tieck"
5334,"Richard Garnett"
5335,"H. Rider Haggard"
5336,"Andrew Lang"
5337,"William Hope Hodgson"
5338,"E.A. Wyke-Smith"
5339,"David Lindsay"
5340,"Clemence Housman"
5341,"Arthur Machen"
5342,"A. Merritt"
5343,"L. Frank Baum"
5344,"Kenneth Morris"
5345,"James Branch Cabell"
5346,"Francis Stevens"
5347,"E.H. Knatchbull-Hugessen"
5348,"E. Nesbit"
5349,"Jane Chance"
5350,"Alfred Siewers"
5351,"Rose A. Zimbardo"
5352,"Neil D. Isaacs"
5353,"Lisa Carey"
5354,"David Lewis"
5355,"Toren Smith"
5356,"Kaori Inoue"
5357,"Joe Yamazaki"
5358,"Izumi Evers"
5359,"Matt Thorn"
5360,"Kelly Jones"
5361,"Colleen Doran"
5362,"Malcolm Jones III"
5363,"Steve Parkhouse"
5364,"Lee Loughridge"
5365,"Steve Oliff"
5366,"Sam Kieth"
5367,"Karen Berger"
5368,"William L. Shirer"
5369,"Gordon A. Craig"
5370,"John Keegan"
5371,"Inga Shirer Dean"
5372,"Emily Giffin"
5373,"Elaine Barbieri"
5374,"Constance O'Banyon"
5375,"Evelyn Rogers"
5376,"Bobbi Smith"
5377,"Ann Dunnigan"
5378,"Rosamund Bartlett"
5379,"Robert Brustein"
5380,"Laurence Senelick"
5381,"Ralph E. Matlaw"
5382,"David Plante"
5383,"David G. Hartwell"
5384,"Clive Barker"
5385,"John Collier"
5386,"Shirley Jackson"
5387,"Robert Aickman"
5388,"Charlotte Perkins Gilman"
5389,"Robert Smythe Hichens"
5390,"Joanna Russ"
5391,"Dennis Etchison"
5392,"Ramsey Campbell"
5393,"Thomas M. Disch"
5394,"Theodore Sturgeon"
5395,"Edgar Allan Poe"
5396,"Michael Bishop"
5397,"H.P. Lovecraft"
5398,"J. Sheridan Le Fanu"
5399,"Fritz Leiber"
5400,"Fitz-James O'Brien"
5401,"Ambrose Bierce"
5402,"Algernon Blackwood"
5403,"Gene Wolfe"
5404,"Walter de la Mare"
5405,"Robert W. Chambers"
5406,"Oliver Onions"
5407,"G. Richard Shell"
5408,"Thomas Harris"
5409,"Yvonne Tasker"
5410,"Laura Buller"
5411,"D.K. Publishing"
5412,"Tom D. Crouch"
5413,"Paul Glovinsky"
5414,"Art Spielman"
5415,"Michael L. Perlis"
5416,"Carla Jungquist"
5417,"Michael T. Smith"
5418,"Peter Van Houten"
5419,"Rich McCord"
5420,"Mary S. Lovell"
5421,"Javier Cercas"
5422,"Anne McLean"
5423,"Albert Speer"
5424,"Remy Gorga Filho"
5425,"William Blake"
5426,"Alicia Suskin Ostriker"
5427,"G.E. Bentley Jr."
5428,"Vincent Price"
5429,"Chandler Brossard"
5430,"Dawn B. Sova"
5431,"Oliver Harris"
5432,"V. Vale"
5433,"Andrea Juno"
5434,"Throbbing Gristle"
5435,"Brion Gysin"
5436,"Sylvère Lotringer"
5437,"Murray Smith"
5438,"Eric Lindor Fall"
5439,"Alain Defossé"
5440,"Louann Brizendine"
5441,"Joaquin Miller"
5442,"Alan Rosenus"
5443,"Malcolm Margolin"
5444,"Phil Town"
5445,"John Weld"
5446,"Phil Interlandi"
5447,"Gabrielle Ann Euvino"
5448,"Lindsay Mack"
5449,"Wendy Mitchell"
5450,"June Kim"
5451,"Carolyn Brown"
5452,"Leonardo da Vinci"
5453,"H. Anna Suh"
5454,"Doris Lessing"
5455,"Margot Theis Raven"
5456,"Jeannie Brett"
5457,"Ron Roy"
5458,"Dennis Nolan"
5459,"Robert Smith"
5460,"Jonathan Morris"
5461,"Paul Davies"
5462,"Megan McDonald"
5463,"Peter H. Reynolds"
5464,"Marissa Moss"
5465,"Rosemary Wells"
5466,"Kate DiCamillo"
5467,"Jennifer Frantz"
5468,"Aleksey Ivanov"
5469,"Olga Ivanov"
5470,"Jed Carleton"
5471,"Shawn Carman"
5472,"Seth Mason"
5473,"Robert Lee"
5474,"Travis Heerman"
5475,"Aaron Medwin"
5476,"Matthew S. Armstrong"
5477,"D.J. Trindle"
5478,"Cris Dornaus"
5479,"Eric Steiger"
5480,"Phyllis Reynolds Naylor"
5481,"Jamie Suzanne"
5482,"Robert Sabuda"
5483,"Tan Lin"
5484,"Helen Oxenbury"
5485,"Hugh Haughton"
5486,"Roger T. Ames"
5487,"Anne Stuart"
5488,"J.V. Jones"
5489,"Stan Jones"
5490,"Andrei Codrescu"
5491,"Laura Rosenthal"
5492,"Barrett Whitener"
5493,"James Lincoln Collier"
5494,"Christopher Collier"
5495,"David Almond"
5496,"Victor Hugo"
5497,"Charles E. Wilbour"
5498,"James K. Robinson"
5499,"Monica Kulling"
5500,"Elizabeth Stuart Phelps"
5501,"Carol Phillips"
5502,"Brian Floca"
5503,"Anne Mazer"
5504,"Monica Gesue"
5505,"Joyce White"
5506,"Bill Brown"
5507,"Fred Marcellino"
5508,"Gail Carson Levine"
5509,"Peter David"
5510,"George Pérez"
5511,"Joe Sachs"
5512,"Nicholas Wright"
5513,"George Selden"
5514,"Sylvia Cassedy"
5515,"David Poyer"
5516,"Tamara Thorne"
5517,"Trini Alvarado"
5518,"Masakazu Katsura"
5519,"Deirdre English"
5520,"Marcus Tullius Cicero"
5521,"Walter Miller"
5522,"Lisa Jackson"
5523,"Jon M. Gibson"
5524,"Anne Macdonald"
5525,"Tom Hodgkinson"
5526,"D.B. Wyndham-Lewis"
5527,"Charles Lee"
5528,"Max Beerbohm"
5529,"Richard Snow"
5530,"Mark LeVine"
5531,"Stephen M. Pollan"
5532,"Terry Gilliam"
5533,"Ian Christie"
5534,"Charles McKeown"
5535,"Graham Chapman"
5536,"John Cleese"
5537,"Eric Idle"
5538,"Michael Palin"
5539,"Bob McCabe"
5540,"Roger Wilmut"
5541,"Herbert Asbury"
5542,"Shelly Fisher Fishkin"
5543,"Stacy Keach"
5544,"Annalee Allen"
5545,"Western Sonoma County Historical Society"
5546,"Library Company of Philadelphia"
5547,"Jacqueline Ann"
5548,"Sheila Z."
5549,"Charles Baudelaire"
5550,"Louise Varèse"
5551,"Michael W. Jennings"
5552,"Rodney Livingstone"
5553,"Edmund F.N. Jephcott"
5554,"Howard Eiland"
5555,"Wallace Fowlie"
5556,"Andrew Brown"
5557,"Margaret Drabble"
5558,"W.H. Auden"
5559,"Jonathon Mayne"
5560,"Larousse "
5561,"Mona Mulhair"
5562,"Epictetus "
5563,"Sharon Lebell"
5564,"William A. Oldfather"
5565,"Mollie Hunter"
5566,"Lisa Falkenstern"
5567,"Nigel Tranter"
5568,"Roger Lancelyn Green"
5569,"Alan Langford"
5570,"Ingri d'Aulaire"
5571,"Edgar Parin d'Aulaire"
